Order,Family,subfamily,Tribe,Genus and species,Genus,Species,Author,Status ,Kau ,Kil,Ola,Lau,Koh,Hal,KoK,Adult Body Size,Trophic Information Simplified,Trophic Information,Host identity (Genus species),Other host information ,Intermediary (eg fungus)if relevant,"Height (Ground, middle or canopy)","Microhabitat (under bark, under leaves, in leaf axils, etc)",6,order,notes,Ka,Oa,Mo,Ln,Kh,Ma,Ha,key?,Ku,Mi,Pe,Li,Ly,Ga,Fr,Ne,Na,Nu,Gu,Tu,Ta,Of,Ol,subfamily,tribe
HETEROPTERA,Lygaeidae,,,Oceanides montivagus,Oceanides,montivagus,"Kirkaldy, 1910",end,no,no,no,no,no,poss,no,"male 4.5mm, female 4.89mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Dodonaea sp., Metrosideros polymorpha, Sadleria sp., Dubautia sp., Pipturus sp.",,na,middle,,5076,4794,"listed in Swezey & Bryan (1927) as ""Nysius sp. Kawela, on Metrosideros""",,Oa,Mo,Ln,,Ma,Ha,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides bryani,Oceanides,bryani,"Usinger, 1942",end,poss,Kil,poss,poss,poss,no,no,"male 4.11 mm, female 4.55 mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Euphorbia sp., Psychotria hawaiiensis",,na,middle,,5067,4785,,,,,,,,Ha,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides nimbatus,Oceanides,nimbatus,"Kirkaldy, 1910",end,poss,poss,poss,poss,poss,poss,KoK,"male 5.11 mm, female 6.11 mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Gouldia sp., Broussasia sp., Coprosma sp., Vaccinium sp.",,na,,,5079,4796,,Ka,Oa,,Ln,,Ma,Ha,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides pteridicola,Oceanides,pteridicola,"White, 1881",end,Kau,Kil,poss,poss,poss,poss,no,"male 4.05 mm, female 4.94mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Metrosideros polymorpha,,na,canopy,,5086,4803,,,,,,,Ma,Ha,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides vulcan,Oceanides,vulcan,"White, 1881",end,poss,Kil,poss,poss,poss,no,no,"male 4.27mm, female 5.27mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab","Metrosideros polymorpha, Acacia koa",,na,canopy,,5093,4808,,,,Mo,Ln,,,Ha,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides nubicola,Oceanides,nubicola,"Kirkaldy, 1910",end,poss,Kil,poss,poss,poss,no,no,"male 4.4 mm, female 5 mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Myoporum sandwicense,,na,middle,,5080,4797,,,,,,,,Ha,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides arboricola,Oceanides,arboricola,"White, 1878",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,,5065,4783,,,Oa,,,,,,"(White, 1878)",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides delicatus,Oceanides,delicatus,"Usinger, 1942",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,,5068,4786,,,Oa,,,,,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides fosbergi,Oceanides,fosbergi,"Usinger, 1942",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,,5071,4789,,,,,Ln,,,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides gressitti,Oceanides,gressitti,"Ashlock, 1966",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,,5072,4790,,,,Mo,,,,,"Ashlock, 1966",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides incognitus,Oceanides,incognitus,"Usinger, 1942",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,,5074,4792,,,Oa,,,,,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides membranaceus,Oceanides,membranaceus,"Usinger, 1942",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,,5075,4793,,,Oa,,,,,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides oribasus,Oceanides,oribasus,"Kirkaldy, 1910",end,no,no,no,no,no,no,no,not stated,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,,5082,4799,,,Oa,,,,,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides perkinsi,Oceanides,perkinsi,"Usinger, 1942",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,,5083,4800,,,Oa,,,,,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides picturatus,Oceanides,picturatus,"Usinger, 1942",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,,5084,4801,,,Oa,,,,,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides sinuatus,Oceanides,sinuatus,"Usinger, 1942",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,,5090,4805,,,Oa,,,,,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides usingeri,Oceanides,usingeri,"Zimmerman, 1951",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,,5091,4806,,,Oa,,,,,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides yoshimotoi,Oceanides,yoshimotoi,"Ashlock, 1966",end,no,no,no,no,no,no,no,,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,,,5094,4809,,,Oa,,,,,,"Ashlock, 1966",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides bimaculatus,Oceanides,bimaculatus,"Usinger, 1942",end,no,no,no,no,no,prob not,no,"male 4.27mm, female 4.72mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Alyxia sp.,,na,middle,,5066,4784,,,,,,,Ma,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides planicollis,Oceanides,planicollis,"Usinger, 1942",end,no,no,no,no,no,no,KoK,"male 4.22 mm, female 4.66 mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Euphorbia sp.,,na,middle,,5085,4802,,Ka,,,,,,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides euphorbiae,Oceanides,euphorbiae,"Ashlock, 1966",end,no,no,no,no,no,prob not,no,"male 4.4mm, female 4.5-4.7mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Euphorbia lorifolia gracilis,Euphorbia (probably lorifolia var. gracilis),na,middle,,5070,4788,,,,,,,Ma,,"Ashlock, 1966",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides myopori,Oceanides,myopori,"Usinger, 1942",end,no,no,no,no,no,no,KoK,"male 3.94 mm, female 4.55mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Myoporum sp.,,na,middle,,5078,4795,,Ka,,,,,,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides rugosiceps,Oceanides,rugosiceps,"Usinger, 1942",end,no,no,no,no,no,no,KoK,"male 4mm, female 4.88mm",herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Pterotropia sp.,,na,middle,,5089,4804,,Ka,,,,,,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides dilatipennis,Oceanides,dilatipennis,"Usinger, 1942",end,no,no,no,no,no,prob not,no,female 5.72-6.27mm,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,unknown,unknown,5069,4787,,,,,,,Ma,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides humeralis,Oceanides,humeralis,"Ashlock, 1966",end,no,no,no,no,no,no,prob not,male 5.4 mm,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,unknown,unknown,5073,4791,,Ka,,,,,,,"Ashlock, 1966",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides oresitrophus,Oceanides,oresitrophus,"Kirkaldy, 1910",end,no,no,no,no,no,poss,no,male 4.61mm,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",n.d.,,na,unknown,unknown,5081,4798,,,,,,,Ma,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HETEROPTERA,Lygaeidae,,,Oceanides ventralis,Oceanides,ventralis,"Usinger, 1942",end,no,no,no,no,no,no,KoK,female 4.86-5.13 mm,herbivore,"family is mostly seed feeding, some sap feeding: see ""trophicInformation_Hemiptera"" tab",Wikstroemia sp.,,na,middle,on leaves or stems,5092,4807,,Ka,,,,,,,"Usinger, 1942",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus kalaupapae,Oliarus,kalaupapae,"Hoch & Howarth, 1999",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5700,5372,,,Oa,Mo,,,Ma,Ha,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus inaequalis koebelei,Oliarus,inaequalis koebelei,"Metcalf, 1936",end,no,no,no,no,no,no,no,male 8mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,well-vegetated forests,na,,on leaves or stems,5686,5358,,,,,,,,Ha,"Giffard, 1925",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus inaequalis konana,Oliarus,inaequalis konana,"Metcalf, 1936",end,no,no,no,no,no,no,no,male 7.5mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,well-vegetated forests,na,,on leaves or stems,5688,5360,,,,,,,,Ha,"Giffard, 1925",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus opuna,Oliarus,opuna,"Kirkaldy, 1909",end,poss,Kil,poss,poss,poss,no,no,"male 5-6mm, female 6.25mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Astelia sp., Coprosma sp., Dubautia sp., Nephrolepis exaltata",,na,"lower, middle",on leaves or stems,5730,5402,,,,,,,,Ha,Giffard 1925,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus kaonohi,Oliarus,kaonohi,"Kirkaldy, 1909",end,no,no,no,no,no,no,no,"males 5-6mm, females 6.5-6.75mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Broussasia sp., Cibotium sp.","Broussasia sp., rotting Cibotium sp. fronds",na,middle,on leaves or stems,5705,5377,,,Oa,Mo,,,,Ha,"Giffard, 1925",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus filicicola,Oliarus,filicicola,"Kirkaldy, 1909",end,poss,poss,poss,poss,poss,poss,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Cibotium sp.,,na,"middle, canopy",on leaves or stems,5679,5351,,,Oa,,,,Ma,Ha,"Oliarus filicicola Kirkaldy, 1909: 77",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus koanoa,Oliarus,koanoa,"Kirkaldy, 1902",end,prob not,prob not,prob not,prob not,prob not,no,no,"males 6-7mm, females 7-8mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links","Maba sandwicensis, Cibotium sp.",,na,middle,on leaves or stems,5710,5382,,,Oa,Mo,,,,Ha,Giffard 1925,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus kanakanus,Oliarus,kanakanus,"Kirkaldy, 1902",end,poss,Kil,Ola,poss,prob not,no,no,"males 8-8.75mm, females 10mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Metrosideros polymorpha,,na,canopy,on leaves or stems,5701,5373,,,Oa,Mo,,,Ma,Ha,"Giffard, 1925",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus kanakanus punaensis,Oliarus,kanakanus punaensis,"Metcalf, 1936",end,prob not,prob not,prob not,prob not,prob not,no,no,males 7mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Metrosideros polymorpha,,na,canopy,on leaves or stems,5702,5374,,,,,,,,Ha,"Giffard, 1925",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus pele,Oliarus,pele,"Kirkaldy, 1909",end,poss,poss,poss,poss,poss,poss,KoK,"male 6.5-7.5, female 7-9mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Metrosideros polymorpha ,"nymphs in rotting Metrosideros polymorpha wood, nymphs found in soil about fern roots, ferns and mosses",na,lower,on leaves or stems,5735,5407,,Ka,Oa,Mo,,,Ma,Ha,Giffard 1925,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus inconstans,Oliarus,inconstans,"Giffard, 1925",end,poss,Kil,Ola,poss,prob not,no,no,"males 6-6.5mm, females 7-7.5mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,scrubby vegetation of ancient lava flows,na,lower,on leaves or stems,5689,5361,,,,,,,,Ha,"Giffard, 1925",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus hevaheva,Oliarus,hevaheva,"Kirkaldy, 1902",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 8-9.25mm, female 10-11mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems,5683,5355,,,,Mo,Ln,,,Ha,"Oliarus hevaheva Giffard, 1925: 133, pl. 6, figs 99, 100",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus nemoricola,Oliarus,nemoricola,"Kirkaldy, 1909",end,prob not,prob not,prob not,prob not,prob not,no,no,male 8.25mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems,5722,5394,,,,,,,,Ha,Giffard 1925,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus neomorai oahuana,Oliarus,neomorai oahuana,"Metcalf, 1936",end,prob not,poss,poss,prob not,poss,no,no,female 8-9mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems,5724,5396,,,Oa,,,,,Ha,"Giffard, 1925",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus niger,Oliarus,niger,"Giffard, 1925",end,prob not,prob not,prob not,prob not,prob not,no,no,"male 6.5-7mm, female 7.5-7.75",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems,5726,5398,,,,,,,,Ha,Giffard 1925,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus tarai,Oliarus,tarai,"Kirkaldy, 1902",end,poss,Kil,Ola,poss,Koh,no,no,"male 6.5-7.25mm, female 7.5-8mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems,5750,5422,,,Oa,Mo,,,,Ha,Giffard 1925,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus tarai alpha,Oliarus,tarai alpha,"Giffard, 1925",end,poss,Kil,poss,poss,Koh,no,no,"male 6.5-7.25, female 7.5-8mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems,5751,5423,,,,,,,,Ha,Giffard 1925,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus tarai kohalana,Oliarus,tarai kohalana,"Metcalf, 1936",end,poss,Kil,poss,poss,Koh,no,no,"male 6.5-7.25, female 7.5-8mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,unknown,on leaves or stems,5753,5425,,,,,,,,Ha,"Metcalf, 1936, Giffard 1925, irkaldy 1902",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus inaequalis,Oliarus,inaequalis,"Giffard, 1925",end,Kau,Kil,Ola,poss,Koh,no,no,"male 6.35-7mm, female7.75mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,well-vegetated forests,na,unknown,on leaves or stems,5685,5357,,,,,,,,Ha,"Giffard, 1925",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus inaequalis kohala,Oliarus,inaequalis kohala,"Metcalf, 1936",end,no,no,no,no,Koh,no,no,Male 7mm,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,well-vegetated forests,na,unknown,on leaves or stems,5687,5359,,,,,,,,Ha,"Giffard, 1925",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus makaiki,Oliarus,makaiki,,end,no,no,no,no,no,no,no,?,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Metrosideros polymorpha,Meterodideros roots: troglomorphic,na,in caves - plant roots,on leaves or stems,,,,,,,,,,,"Hoch and Howarth, 1999",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus polyphemus,Oliarus,polyphemus,"Fennah, 1973",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Metrosideros polymorpha,Meterosideros roots: troglomorphic,na,,on leaves or stems,5739,5411,,,,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus gagnei,Oliarus,gagnei,"Hoch & Howarth, 1999",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Dodonaea viscosa,roots of Dodonaea viscosa; troglomorph,na,in caves - plant roots,on leaves or stems,,,,,,,,,,,"Hoch and Howarth, 1999",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus lorettae,Oliarus,lorettae,Hoch and Howarth 1999,end,no,no,no,no,no,no,no,"males 4.1-4.9mm, females 5.2-5.6mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",Sida fallax,Sida fallax roots: troglomorphic,na,in caves - plant roots,on leaves or stems,,,,,,,,,,,"Hoch and Howarth, 1999",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus priola,Oliarus,priola,"Fennah, 1973",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,troglomorphic,na,,on leaves or stems,5740,5412,,,,,,,Ma,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus acaciae,Oliarus,acaciae,"Kirkaldy, 1909",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5674,5346,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus albatus,Oliarus,albatus,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5675,5347,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus discrepans,Oliarus,discrepans,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5677,5349,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus instabilis,Oliarus,instabilis,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5690,5362,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus instabilis bryani,Oliarus,instabilis bryani,"Metcalf, 1936",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5691,5363,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus instabilis crawi,Oliarus,instabilis crawi,"Metcalf, 1936",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5692,5364,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus instabilis ehrhomi,Oliarus,instabilis ehrhomi,"Metcalf, 1936",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5693,5365,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus instabilis osborni,Oliarus,instabilis osborni,"Metcalf, 1936",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5694,5366,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus instabilis terryi,Oliarus,instabilis terryi,"Metcalf, 1936",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5695,5367,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus instabilis williamsi,Oliarus,instabilis williamsi,"Metcalf, 1936",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5696,5368,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus kaiulani,Oliarus,kaiulani,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5699,5371,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus kaohinani,Oliarus,kaohinani,"Kirkaldy, 1909",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5703,5375,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus kaohinani perkinsi,Oliarus,kaohinani perkinsi,"Metcalf, 1936",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5704,5376,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus kaumuahona,Oliarus,kaumuahona,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5707,5379,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus kirkaldyi,Oliarus,kirkaldyi,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5708,5380,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus koele,Oliarus,koele,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5711,5383,,,Oa,,Ln,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus likelike,Oliarus,likelike,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5714,5386,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus makaala,Oliarus,makaala,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5715,5387,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus morai,Oliarus,morai,"Kirkaldy, 1902",end,no,no,no,no,no,no,no,"male 7.25-7.75mm, female 8.5-9mm",herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5719,5391,,,,Mo,,,Ma,,"Giffard, 1925",,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus myoporicola,Oliarus,myoporicola,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5721,5393,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
HOMOPTERA,Cixiidae,,,Oliarus neotarai,Oliarus,neotarai,"Giffard, 1925",end,no,no,no,no,no,no,no,,herbivore,"herbivorous: see ""trophicInformation_Homoptera"" tab for other trophic links",n.d.,,na,,on leaves or stems,5725,5397,,,Oa,,,,,,na,,,,,,,,,,,,,,,,,
